Title1,Title_URL1,inlineblock1,textxs1,prxs1,plxs1,mrmd2,mrm1,capitalize1,capitaliz1,button_URL1,button1,Title,Title_URL,inlineblock,textxs,prxs,plxs,mrmd,mrmd1,capitalize,capitalize2,button_URL,button
Fuego Verde,https://www.leafly.com/strains/fuego-verde,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Clem Breath,https://www.leafly.com/strains/clem-breath,,,,,THC 27%,CBG 1%,,Limonene,,,,,,,,,,,,,,
Caramelitos,https://www.leafly.com/strains/caramelitos,,,5.0,(2),THC 24%,CBG 1%,,Limonene,,,,,,,,,,,,,,
BreathMints,https://www.leafly.com/strains/breathmints,,,4.0,(1),THC 17%,CBG 1%,Focused,Caryophyllene,,,,,,,,,,,,,,
Betty Hayes,https://www.leafly.com/strains/betty-hayes,,,4.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Anti Corona,https://www.leafly.com/strains/anti-corona,,,4.5,(2),THC —,CBD —,Giggly,,,,,,,,,,,,,,,
Skunk Chem,https://www.leafly.com/strains/skunk-chem,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Patty Cake,https://www.leafly.com/strains/patty-cake,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Panda Face,https://www.leafly.com/strains/panda-face,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Ogre Crash,https://www.leafly.com/strains/ogre-crash,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Needles OG,https://www.leafly.com/strains/needles-og,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Moon Train,https://www.leafly.com/strains/moon-train,,,4.0,(1),THC 22%,CBG 1%,Focused,Caryophyllene,,,,,,,,,,,,,,
Luthers OG,https://www.leafly.com/strains/luthers-og,,,5.0,(1),THC —,CBD —,Uplifted,,,,,,,,,,,,,,,
Lost Urkle,https://www.leafly.com/strains/lost-urkle,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Larry Face,https://www.leafly.com/strains/larry-face,,,,,THC 23%,CBD 0%,,Limonene,,,,,,,,,,,,,,
Kush Train,https://www.leafly.com/strains/kush-train,,,,,THC 22%,CBD 0%,,Limonene,,,,,,,,,,,,,,
White Tang,https://www.leafly.com/strains/white-tang,,,,,THC 22%,CBG 1%,,Myrcene,,,,,,,,,,,,,,
Thunderbud,https://www.leafly.com/strains/thunderbud,,,,,THC 18%,CBD 0%,,Terpinolene,,,,,,,,,,,,,,
Sweet Gold,https://www.leafly.com/strains/sweet-gold,,,,,THC 19%,CBG 2%,,Myrcene,,,,,,,,,,,,,,
Sweet Dosi,https://www.leafly.com/strains/sweet-dosi,,,4.0,(1),THC —,CBD —,Hungry,,,,,,,,,,,,,,,
Strange OG,https://www.leafly.com/strains/strange-og,,,,,THC 22%,CBG 1%,,Myrcene,,,,,,,,,,,,,,
Space Race,https://www.leafly.com/strains/space-race,,,5.0,(1),THC 11%,CBD 0%,,Myrcene,,,,,,,,,,,,,,
Space Gold,https://www.leafly.com/strains/space-gold,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Humpty XIII,https://www.leafly.com/strains/humpty-xiii,,,4.0,(1),THC —,CBD —,Energetic,,,,,,,,,,,,,,,
Hamma Hamma,https://www.leafly.com/strains/hamma-hamma,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Güatú Skunk,https://www.leafly.com/strains/guatu-skunk,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Grape Train,https://www.leafly.com/strains/grape-train,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Sticky Snax,https://www.leafly.com/strains/sticky-snax,,,,,THC 16%,CBG 1%,,Myrcene,,,,,,,,,,,,,,
Orange Tide,https://www.leafly.com/strains/orange-tide,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
KickFlip #6,https://www.leafly.com/strains/kickflip-6,,,5.0,(3),THC —,CBD —,Happy,,,,,,,,,,,,,,,
Kandy Crack,https://www.leafly.com/strains/kandy-crack,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
IFC OG,https://www.leafly.com/strains/ifc-og,Indica,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Blukashima,https://www.leafly.com/strains/blukashima,Hybrid,,5.0,(2),THC —,CBD —,Creative,,,,,,,,,,,,,,,
Velvet Ropes,https://www.leafly.com/strains/velvet-ropes,Hybrid,,1.0,(1),THC —,CBD —,Focused,,,,,,,,,,,,,,,
Burning Desire,https://www.leafly.com/strains/burning-desire,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Plumberry,https://www.leafly.com/strains/plumberry,Hybrid,,5.0,(1),THC 16%,CBG 1%,Focused,Myrcene,,,,,,,,,,,,,,
Leia Kush,https://www.leafly.com/strains/leia-kush,Hybrid,,5.0,(1),THC 15%,CBG 1%,Talkative,Caryophyllene,,,,,,,,,,,,,,
Warda“reek”n OG,https://www.leafly.com/strains/wardareekn-og,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Lovelace,https://www.leafly.com/strains/lovelace,Hybrid,,5.0,(1),THC —,CBD —,Tingly,,,,,,,,,,,,,,,
Avi,https://www.leafly.com/strains/avi,Hybrid,,3.2,(6),THC —,CBD —,Focused,,,,,,,,,,,,,,,
Rectangle,https://www.leafly.com/strains/rectangle,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Hawaiian Trinity,https://www.leafly.com/strains/hawaiian-trinity,Hybrid,,4.6,(5),THC 21%,CBG 1%,Uplifted,Limonene,,,,,,,,,,,,,,
Blueberry Essence,https://www.leafly.com/strains/blueberry-essence,Hybrid,,4.3,(21),THC 14%,CBD 0%,Relaxed,Caryophyllene,,,,,,,,,,,,,,
Red Kross,https://www.leafly.com/strains/red-kross,Hybrid,,5.0,(1),THC 20%,CBG 2%,Focused,Myrcene,,,,,,,,,,,,,,
Bogart,https://www.leafly.com/strains/bogart,Hybrid,,4.0,(7),THC —,CBD —,Talkative,,,,,,,,,,,,,,,
Orange Fruit Bound,https://www.leafly.com/strains/orange-fruit-bound,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Amnesia Flash,https://www.leafly.com/strains/amnesia-flash,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Anesia Scout Cookies,https://www.leafly.com/strains/anesia-scout-cookies,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Krakatoa,https://www.leafly.com/strains/krakatoa,Hybrid,,4.0,(2),THC —,CBD —,Energetic,,,,,,,,,,,,,,,
Chocoholic,https://www.leafly.com/strains/chocoholic,Hybrid,,4.0,(1),THC 17%,CBD 0%,Talkative,Myrcene,,,,,,,,,,,,,,
Kushadelic,https://www.leafly.com/strains/kushadelic,Indica,,4.4,(17),THC —,CBD —,Sleepy,,,,,,,,,,,,,,,
Lazy Train,https://www.leafly.com/strains/lazy-train,Hybrid,,,,THC 17%,CBD 0%,,Caryophyllene,,,,,,,,,,,,,,
Lady Liberty,https://www.leafly.com/strains/lady-liberty,Hybrid,,4.3,(4),THC —,CBD —,Hungry,,,,,,,,,,,,,,,
Silverfalls Kush,https://www.leafly.com/strains/silverfalls-kush,Hybrid,,4.8,(5),THC —,CBD —,Giggly,,,,,,,,,,,,,,,
Haze Queen,https://www.leafly.com/strains/haze-queen,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Cherry Kiss,https://www.leafly.com/strains/cherry-kiss,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Copacabana,https://www.leafly.com/strains/copacabana,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Purple Domina,https://www.leafly.com/strains/purple-domina,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Kahavvai Mode,https://www.leafly.com/strains/kahavvai-mode,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Lando's Stash,https://www.leafly.com/strains/landos-stash,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Kush Ben Yamini,https://www.leafly.com/strains/kush-ben-yamini,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Bog Blue Kush,https://www.leafly.com/strains/bog-blue-kush,Indica,,5.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Fluidic Space,https://www.leafly.com/strains/fluidic-space,Hybrid,,5.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Fruit Ambrosia,https://www.leafly.com/strains/fruit-ambrosia,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Jigsaw,https://www.leafly.com/strains/jigsaw,Hybrid,,5.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Journeymen,https://www.leafly.com/strains/journeymen,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Sugartown Express,https://www.leafly.com/strains/sugartown-express,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Charity OG,https://www.leafly.com/strains/charity-og,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Rare Hindu,https://www.leafly.com/strains/rare-hindu,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Pie Tree,https://www.leafly.com/strains/pie-tree,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Gridlock,https://www.leafly.com/strains/gridlock,Indica,,,,THC 16%,CBG 2%,,Terpinolene,,,,,,,,,,,,,,
Back to Banana,https://www.leafly.com/strains/back-to-banana,Hybrid,,4.0,(1),THC —,CBD —,Focused,,,,,,,,,,,,,,,
Silver Jill,https://www.leafly.com/strains/silver-jill,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
ManBearPig OG,https://www.leafly.com/strains/manbearpig-og,Hybrid,aka ManBearPig,5.0,(1),THC —,CBD —,Focused,,,,,,,,,,,,,,,
Black Joy,https://www.leafly.com/strains/black-joy,Hybrid,aka BlackJoy,,,THC —,CBD —,,,,,,,,,,,,,,,,
Witty OG Kush,https://www.leafly.com/strains/witty-og-kush,Hybrid,aka WittyOGKush,,,THC 20%,CBG 1%,,Caryophyllene,,,,,,,,,,,,,,
First Lady of the West Coast Kush,https://www.leafly.com/strains/first-lady-of-the-west-coast-kush,Hybrid,aka FlotwcKush,,,THC —,CBD —,,,,,,,,,,,,,,,,
Ridge Berry,https://www.leafly.com/strains/ridge-berry,Sativa,,4.5,(2),THC —,CBD —,Aroused,,,,,,,,,,,,,,,
Sweet Lafayette,https://www.leafly.com/strains/sweet-lafayette,Indica,,3.4,(15),THC —,CBD —,Relaxed,,,,,,,,,,,,,,,
Abula,https://www.leafly.com/strains/abula,Hybrid,"aka Grandma, Grandmother",,,THC 16%,CBG 1%,,Myrcene,,,,,,,,,,,,,,
Sugar Klingon,https://www.leafly.com/strains/sugar-klingon,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Guavaoisier,https://www.leafly.com/strains/guavaoisier,Hybrid,,5.0,(1),THC —,CBD —,Hungry,,,,,,,,,,,,,,,
Llama-nator OG,https://www.leafly.com/strains/llama-nator-og,Hybrid,aka Llamanator OG,,,THC —,CBD —,,,,,,,,,,,,,,,,
Sedona Kush,https://www.leafly.com/strains/sedona-kush,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Gello Banana,https://www.leafly.com/strains/gello-banana,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Mandarin Glue,https://www.leafly.com/strains/mandarin-glue,Hybrid,,,,THC 13%,CBD 0%,,Myrcene,,,,,,,,,,,,,,
Stuck in the pines,https://www.leafly.com/strains/stuck-in-the-pines,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Stomper of Berries,https://www.leafly.com/strains/stomper-of-berries,,,5.0,(1),THC —,CBD —,Giggly,,,,,,,,,,,,,,,
Sour Bubble Pebble,https://www.leafly.com/strains/sour-bubble-pebble,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Return of the Mack,https://www.leafly.com/strains/return-of-the-mack,,,5.0,(1),THC —,CBD —,Hungry,,,,,,,,,,,,,,,
Rare Citrus Diesel,https://www.leafly.com/strains/rare-citrus-diesel,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Green Bee Topicals,https://www.leafly.com/strains/green-bee-topicals,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Cripple Creek,https://www.leafly.com/strains/cripple-creek,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Cosmic Fetish,https://www.leafly.com/strains/cosmic-fetish,,,,,THC 31%,CBG 1%,,Myrcene,,,,,,,,,,,,,,
Corprate Kush,https://www.leafly.com/strains/corprate-kush,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Citrus Spkash,https://www.leafly.com/strains/citrus-spkash,,,,,THC 12%,CBG 1%,,Myrcene,,,,,,,,,,,,,,
Triple Tangie Banana,https://www.leafly.com/strains/triple-tangie-banana,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Tango Wild Nightmare,https://www.leafly.com/strains/tango-wild-nightmare,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Methow Mountain Mist,https://www.leafly.com/strains/methow-mountain-mist,,,,,THC 14%,CBD 0%,,Myrcene,,,,,,,,,,,,,,
Experimental Cookies,https://www.leafly.com/strains/experimental-cookies,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Blueberry Grape Kush,https://www.leafly.com/strains/blueberry-grape-kush,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Triangle Reunion OG,https://www.leafly.com/strains/triangle-reunion-og,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Strawberry Sunshine,https://www.leafly.com/strains/strawberry-sunshine,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Petroleum Nightmare,https://www.leafly.com/strains/petroleum-nightmare,,,5.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Cherry Blossom Kush,https://www.leafly.com/strains/cherry-blossom-kush,,,4.0,(1),THC 16%,CBG 1%,Talkative,Caryophyllene,,,,,,,,,,,,,,
Cherries and Cheese,https://www.leafly.com/strains/cherries-and-cheese,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Muhammad Ali,https://www.leafly.com/strains/muhammad-ali,,,4.5,(2),THC —,CBD —,,,,,,,,,,,,,,,,
Master Cindy,https://www.leafly.com/strains/master-cindy,,,5.0,(1),THC —,CBD —,Focused,,,,,,,,,,,,,,,
Mango Ginger,https://www.leafly.com/strains/mango-ginger,,,4.0,(1),THC —,CBD —,Aroused,,,,,,,,,,,,,,,
Magic Lemons,https://www.leafly.com/strains/magic-lemons,,,4.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Lost My Keys,https://www.leafly.com/strains/lost-my-keys,,,3.5,(2),THC —,CBD —,,,,,,,,,,,,,,,,
Lemon Spirit,https://www.leafly.com/strains/lemon-spirit,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Lemon Sphinx,https://www.leafly.com/strains/lemon-sphinx,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Kosher Berry,https://www.leafly.com/strains/kosher-berry,,,,,THC 20%,CBG 1%,,Limonene,,,,,,,,,,,,,,
Whoa-Si-Band,https://www.leafly.com/strains/whoa-si-band,,,4.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Violet Phyre,https://www.leafly.com/strains/violet-phyre,,,,,CBD 11%,THC 7%,,Myrcene,,,,,,,,,,,,,,
Tropsanto #6,https://www.leafly.com/strains/tropsanto-6,,,,,THC 24%,CBG 1%,,Caryophyllene,,,,,,,,,,,,,,
Tropic Twist,https://www.leafly.com/strains/tropic-twist,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Tainted Love,https://www.leafly.com/strains/tainted-love,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Tahoe Tangie,https://www.leafly.com/strains/tahoe-tangie,,,5.0,(1),THC —,CBD —,Giggly,,,,,,,,,,,,,,,
Sweet Pucker,https://www.leafly.com/strains/sweet-pucker,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Fruit Melody,https://www.leafly.com/strains/fruit-melody,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Fortes Frost,https://www.leafly.com/strains/fortes-frost,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Durban Queen,https://www.leafly.com/strains/durban-queen,,,,,THC 16%,CBD 0%,,Limonene,,,,,,,,,,,,,,
Dragon Tails,https://www.leafly.com/strains/dragon-tails,,,,,THC 22%,CBG 1%,,Myrcene,,,,,,,,,,,,,,
Cherry Vortex,https://www.leafly.com/strains/cherry-vortex,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Cherry Trance,https://www.leafly.com/strains/cherry-trance,,,5.0,(2),THC 14%,CBD 0%,Focused,Limonene,,,,,,,,,,,,,,
Champa Cheese,https://www.leafly.com/strains/champa-cheese,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Cascade Grape,https://www.leafly.com/strains/cascade-grape,,,4.0,(1),THC —,CBD —,Uplifted,,,,,,,,,,,,,,,
Bullet Silver,https://www.leafly.com/strains/bullet-silver,,,4.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Second Sight,https://www.leafly.com/strains/second-sight,,,4.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Redwood Burl,https://www.leafly.com/strains/redwood-burl,,,3.0,(2),THC —,CBD —,Giggly,,,,,,,,,,,,,,,
Recon Gelato,https://www.leafly.com/strains/recon-gelato,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Papaya Hills,https://www.leafly.com/strains/papaya-hills,,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Black Leobard,https://www.leafly.com/strains/black-leobard,,,,,THC 14%,CBD 0%,,Myrcene,,,,,,,,,,,,,,
Banana D'Lime,https://www.leafly.com/strains/banana-d-lime,,,5.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Izozki,https://www.leafly.com/strains/izozki,Hybrid,,5.0,(1),THC —,CBD —,Tingly,,,,,,,,,,,,,,,
Soulshine Aloha,https://www.leafly.com/strains/soulshine-aloha,Indica,,5.0,(2),THC —,CBD —,Hungry,,,,,,,,,,,,,,,
Misty Morning,https://www.leafly.com/strains/misty-morning,Hybrid,,4.5,(2),THC —,CBD —,Sleepy,,,,,,,,,,,,,,,
Haoma,https://www.leafly.com/strains/haoma,Indica,aka Haoma CBD,4.4,(13),THC —,CBD —,Uplifted,,,,,,,,,,,,,,,
Haoma Mist,https://www.leafly.com/strains/haoma-mist,Hybrid,,5.0,(3),THC —,CBD —,Uplifted,,,,,,,,,,,,,,,
Savant's Grail,https://www.leafly.com/strains/savants-grail,Hybrid,,4.8,(4),THC —,CBD —,Aroused,,,,,,,,,,,,,,,
Boombaye,https://www.leafly.com/strains/boombaye,Hybrid,,5.0,(2),THC —,CBD —,Aroused,,,,,,,,,,,,,,,
Snownado,https://www.leafly.com/strains/snownado,Hybrid,,4.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Trilogene Purps,https://www.leafly.com/strains/trilogene-purps,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
TBB S1,https://www.leafly.com/strains/tbb-s1,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Star 47,https://www.leafly.com/strains/star-47,Hybrid,,4.3,(3),THC —,CBD —,Giggly,,,,,,,,,,,,,,,
Sch'Lemon Cake,https://www.leafly.com/strains/schlemon-cake,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Dirty Widow,https://www.leafly.com/strains/dirty-widow,Hybrid,,4.3,(4),THC —,CBD —,Tingly,,,,,,,,,,,,,,,
Kosher Choco Kush,https://www.leafly.com/strains/kosher-choco-kush,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Jack Plant,https://www.leafly.com/strains/jack-plant,Sativa,,5.0,(1),THC 17%,CBG 1%,,Myrcene,,,,,,,,,,,,,,
Mean Misty,https://www.leafly.com/strains/mean-misty,Hybrid,,4.2,(6),THC —,CBD —,Tingly,,,,,,,,,,,,,,,
Malakoff,https://www.leafly.com/strains/malakoff,Sativa,,4.0,(10),THC —,CBD —,Talkative,,,,,,,,,,,,,,,
Huckleberry DesStar,https://www.leafly.com/strains/huckleberry-desstar,Hybrid,,5.0,(1),THC 20%,CBG 1%,,Myrcene,,,,,,,,,,,,,,
Tangenesia,https://www.leafly.com/strains/tangenesia,Hybrid,,5.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Harley Twin,https://www.leafly.com/strains/harley-twin,Sativa,,5.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
JT15,https://www.leafly.com/strains/jt15,Indica,,5.0,(4),THC —,CBD —,Sleepy,,,,,,,,,,,,,,,
Murkle,https://www.leafly.com/strains/murkle,Indica,,4.0,(3),THC 13%,CBD 1%,Giggly,Myrcene,,,,,,,,,,,,,,
Transformer,https://www.leafly.com/strains/transformer,Hybrid,,4.0,(4),THC —,CBD —,Tingly,,,,,,,,,,,,,,,
Willie’s Ghost,https://www.leafly.com/strains/willies-ghost,Hybrid,,4.5,(2),THC 15%,CBD 0%,Hungry,Myrcene,,,,,,,,,,,,,,
F-Cut OG,https://www.leafly.com/strains/f-cut-og,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Elevated OG,https://www.leafly.com/strains/elevated-og,Hybrid,,4.0,(3),THC —,CBD —,,,,,,,,,,,,,,,,
Willie Cheesie,https://www.leafly.com/strains/willie-cheesie,Hybrid,,,,THC 16%,CBD 0%,,Myrcene,,,,,,,,,,,,,,
Granddaddy Wonder,https://www.leafly.com/strains/granddaddy-wonder,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Egyptian Royalty #1,https://www.leafly.com/strains/egyptian-royalty-1,Indica,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Honduras,https://www.leafly.com/strains/honduras,Sativa,,3.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Siddhartha’s Dream,https://www.leafly.com/strains/siddharthas-dream,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
60 Day Wonder,https://www.leafly.com/strains/60-day-wonder,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Sunset Fire,https://www.leafly.com/strains/sunset-fire,Hybrid,,,,THC 23%,CBD 0%,,Caryophyllene,,,,,,,,,,,,,,
Heavy Bud,https://www.leafly.com/strains/heavy-bud,Indica,,,,THC —,CBD —,,,,,,,,,,,,,,,,
60 Day Lemon,https://www.leafly.com/strains/60-day-lemon,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Russian Snow,https://www.leafly.com/strains/russian-snow,Hybrid,,4.8,(5),THC 18%,CBD —,,,,,,,,,,,,,,,,
Sunday Brunch,https://www.leafly.com/strains/sunday-brunch,Hybrid,,,,THC —,CBD —,,,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Sunday%20Brunch,shop menus,,,,,,,,,,,,
Grandaddy Bruce,https://www.leafly.com/strains/grandaddy-bruce,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Pavé,https://www.leafly.com/strains/pav,Hybrid,,5.0,(4),THC —,CBD —,,,,,,,,,,,,,,,,
Wipeout Express,https://www.leafly.com/strains/wipeout-express,Hybrid,,3.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Batgirl,https://www.leafly.com/strains/batgirl,Hybrid,,5.0,(3),THC 19%,CBD 0%,Relaxed,Myrcene,,,,,,,,,,,,,,
Hermosa,https://www.leafly.com/strains/hermosa,Hybrid,,4.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Piescream,https://www.leafly.com/strains/piescream,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Berry Melon-o,https://www.leafly.com/strains/berry-melon-o,Indica,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Jelly Runtz,https://www.leafly.com/strains/jelly-runtz,Hybrid,,,,THC 24%,CBD —,,,,,,,,,,,,,,,,
Menage,https://www.leafly.com/strains/menage,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Do-Over OG,https://www.leafly.com/strains/do-over-og,Hybrid,,4.7,(3),THC —,CBD —,Talkative,,,,,,,,,,,,,,,
Hayley's Haze,https://www.leafly.com/strains/hayleys-haze,Sativa,,5.0,(5),THC —,CBD —,Uplifted,,,,,,,,,,,,,,,
Maui Haole,https://www.leafly.com/strains/maui-haole,Hybrid,,4.6,(11),THC 18%,CBD 0%,Aroused,Caryophyllene,,,,,,,,,,,,,,
Michka,https://www.leafly.com/strains/michka,Sativa,,3.5,(2),THC —,CBD —,,,,,,,,,,,,,,,,
Ice Cream Sherbet,https://www.leafly.com/strains/ice-cream-sherbet,Hybrid,,,,THC 19%,CBD —,,,,,,,,,,,,,,,,
Alien Tits,https://www.leafly.com/strains/alien-tits,Hybrid,,,,THC 20%,CBD —,,,,,,,,,,,,,,,,
West Coast Diesel,https://www.leafly.com/strains/west-coast-diesel,Sativa,"aka West Coast Sour Diesel, Kerosene Kush",,,THC 24%,CBD —,,,,,,,,,,,,,,,,
Peanut Butter Cup,https://www.leafly.com/strains/peanut-butter-cup,Hybrid,,4.0,(2),THC 20%,CBD —,,,,,,,,,,,,,,,,
Jack Burton,https://www.leafly.com/strains/jack-burton,Indica,,4.5,(2),THC —,CBD —,Aroused,,,,,,,,,,,,,,,
Grapefruit Krush,https://www.leafly.com/strains/grapefruit-krush,Hybrid,,4.5,(2),THC —,CBD —,Giggly,,,,,,,,,,,,,,,
Pearadise,https://www.leafly.com/strains/pearadise,Sativa,,2.0,(1),THC 16%,CBG 1%,,Myrcene,,,,,,,,,,,,,,
Doppelganger,https://www.leafly.com/strains/doppelganger,Hybrid,,5.0,(2),THC —,CBD —,,,,,,,,,,,,,,,,
Papaya Huasca,https://www.leafly.com/strains/papaya-huasca,,,4.0,(3),THC —,CBD —,Tingly,,,,,,,,,,,,,,,
Travel Joint,https://www.leafly.com/strains/travel-joint,Hybrid,,4.6,(16),THC —,CBD —,Aroused,,,,,,,,,,,,,,,
Lucid Bolt,https://www.leafly.com/strains/lucid-bolt,Indica,,4.3,(6),THC —,CBD —,Giggly,,,,,,,,,,,,,,,
Allkush,https://www.leafly.com/strains/allkush,Indica,,4.9,(7),THC —,CBD —,Sleepy,,,,,,,,,,,,,,,
Pac Man,https://www.leafly.com/strains/pac-man,Hybrid,aka Pacman,,,THC —,CBD —,,,,,,,,,,,,,,,,
Goat Milk,https://www.leafly.com/strains/goat-milk,Hybrid,aka G.O.A.T. Milk,5.0,(4),THC —,CBD —,,,,,,,,,,,,,,,,
Tropicana Punch,https://www.leafly.com/strains/tropicana-punch,Hybrid,,4.6,(33),THC —,CBD —,,,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Tropicana%20Punch,shop menus,,,,,,,,,,,,
Trop Cherry,https://www.leafly.com/strains/trop-cherry,Hybrid,"aka Tropicana Cherry, Cherry Trop",4.6,(14),THC —,CBD —,,,,,,,,,,,,,,,,
Apple Juice,https://www.leafly.com/strains/apple-juice,Hybrid,,3.8,(5),THC —,CBD —,,,,,,,,,,,,,,,,
White Poison,https://www.leafly.com/strains/white-poison,Hybrid,,5.0,(2),THC 25%,CBD —,,,https://www.leafly.com/search/shop?shopCategory=strain&shopName=White%20Poison,shop menus,,,,,,,,,,,,
Stargazer,https://www.leafly.com/strains/b2da61db-c7af-4224-b761-fef581d9c80c,Hybrid,,4.7,(3),THC 21%,CBD —,,,,,,,,,,,,,,,,
Cereal a la Mode,https://www.leafly.com/strains/cereal-a-la-mode,Hybrid,,5.0,(1),THC 30%,CBD —,,,,,,,,,,,,,,,,
Sugar Baby,https://www.leafly.com/strains/sugar-baby,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Dragons Dream,https://www.leafly.com/strains/dragons-dream,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
